"489","treemap2_834317","treemap","3","3","greater","greater","less","High Clinical Importance","equal","equal","","","","","diabetes","","","","4","4","4","4","4","4","4","Not many.","It was confusing. ","180"
"490","treemap2_c41e","treemap","3","3","greater","greater","greater","the well established pathogenic variant","dunno","dunno","alzheimers","parkinsons","liver","colon","","","","","2","2","4","6","5","7","5","the color code","N/A","342"
"491","treemap2_2626","treemap","3","3","greater","greater","greater","Well-established pathogenic","less","dunno","","","","","","emphysema","","","6","3","6","7","5","7","6","The box that comes up when you scroll over the red/blue boxes.","Maybe use terms that are more common and easier to understand.","364"
"492","treemap2_1f7dcf","treemap","3","4","greater","greater","less","SERPINA1-E366K, CYP2C9-R144C, RYR2-G1885E, BBS7-D412G","less","greater","alzheimers","parkinsons","liver","colon","diabetes","emphysema","tuberculosis","eye","5","5","3","6","5","6","4","When you hover over and the information comes up.","No idea.","675"
"493","treemap2_f4cc","treemap","34","3","greater","greater","less","SERPINA1-E366K,﻿ ﻿RYR2-G1885E, BBS7-D412G","equal","dunno","","","liver","","","emphysema","","","5","4","5","5","4","5","3","The color coding made it a little more easier to read.
\
","Using more simple vocabulary","828"
"494","treemap2_7f2ea2","treemap","3","3","greater","greater","less","Well Established Pathologic with high or moderate clinical importance. ","dunno","dunno","","","","","diabetes","","","eye","5","3","3","6","7","7","3","The glossary of terms","A key to understand the codes within the boxes and what they represent.","284"
"495","treemap2_9da223","treemap","3","3","greater","greater","less","SERPINA1-E366K, CYP2C9-R144C, SERPINA1-E288V","equal","greater","","","","","","emphysema","","eye","6","5","1","7","6","6","5","I liked that you could hover over the variant and find out which predispositions that person has.","Further explanation of the terms on the bit that appears when you hover, for example, what exactly is macular degeneration again? Eye disease? ","488"
"496","treemap2_082c","treemap","3","3","greater","equal","less","The high clinical importance:
\
SERPINA1-E366K, BBS7-D412G, RYR2-G1885E","equal","equal","alzheimers","parkinsons","liver","","diabetes","","","","7","1","2","6","6","7","6","The table was very helpful","Make it more simple, terms and such.","803"
"497","treemap2_f6ca","treemap","3","3","greater","greater","less","Well-established pathogenic moderate and those of high clinical importance.","less","greater","","","liver","","","","","","5","3","2","3","5","6","5","The Low, Moderate, and High Clinical Importance tabs.  Also, the color key on the right hand side.","I am not sure that you can.  I did not have a hard time understanding or reading the report.  It was just very time-consuming to go back and forth with descriptions.  I found it easier once I used the key on the right.  It might be beneficial to put a very brief description attached to the gene # so that a patient would be able to judge which were the important ones to look at.  It is always best to have a doctor double check results.","976"
"498","treemap2_220421","treemap","3","3","greater","greater","greater","SERPINA1-E366K
\
C3-R102G","less","greater","","","liver","","","emphysema","","eye","3","2","1","5","6","6","4","It was nice to be able to click on the link at the bottom of the pop-up boxes describing the variants for more information, as the further information was easier to understand","If there was a &quot;possible future risk&quot; category or something similar it would help a lot - right now there's a LOT of pointless information to sort through to answer the questions","656"
"499","treemap2_f4fccf","treemap","3","3","greater","greater","greater","anything that is of redish hue","equal","equal","","","","","","emphysema","","","5","1","1","7","5","6","1","that there are potentially harmful aspects in that persons future health","a quick key as to what the coding refers to currently everything is the same ","569"
"500","treemap2_a87691","treemap","3","3","greater","equal","less","SERPINA1-E366K","less","greater","","","","","","emphysema","","","2","2","1","7","6","7","1","I like the color coding. The difference in the blues, whites, and reds, made those aspects easier to distinguish. ","It is very difficult to understand the jargon used in the boxes. It is also very difficult to compare several different boxes at one time. ","531"
"501","treemap2_b040","treemap","3","3","greater","less","less","WELL ESTABLISHED PATHOGENICS","greater","equal","","","liver","colon","diabetes","","","","3","3","3","6","3","6","2","THE COLOR CODING","ADD THE POSSIBLE HIGH RISK DISEASES OR ILLNESSES TO THE RISK IMPORTANCE.","520"
"502","treemap2_6b58","treemap","3","3","greater","less","less","High clinical importance","greater","less","","","","","","","","eye","5","2","1","7","6","7","2","The color coding system was very helpful","The additional link after scroll-over was cumbersome.","750"
"503","treemap2_c94c54","treemap","3","3","greater","equal","greater","The ones with the highest clinical importance.","less","greater","","","","colon","","emphysema","","","2","1","2","7","4","7","2","The report has too much scientific and medical jargon to be easily understood by a the typical person without doing a lot of other research.  ","I think it should cut down on the use of jargon and just say what it means, that Jamie has a more or less likelihood of certain diseases, etc.","511"
"504","treemap2_dfea","treemap","3","3","greater","greater","less","The Well-Established Pathogenic variants in the High Clinical Importance category.","dunno","greater","","","liver","","","emphysema","","","5","3","3","5","5","5","4","The key on the side and coloration was really helpful to understand the chart. Also, the categorization of each section made it easier to navigate. The Glossary of Terms was also useful for words I did not understand.","Maybe is there is an easier way to navigate the variants and the description other then a floating text box after hovering over them. Something more user friendly, possibly.","1114"
"505","treemap2_5acc","treemap","3","3","greater","greater","less","well estableshed pathogenic
\
uncertain pathogenic","dunno","less","","","","","","emphysema","tuberculosis","","5","3","3","5","6","6","6","definition of color to the right
\
summary of what each gene variant
\
color of each gene variant
\
which gene variant had higher concerns","the description of each gene variant is in doctor-ess - which means it is hard for the average person to understand fully what each gene variant is linked to.","917"
"506","treemap2_e92c64","treemap","3","3","greater","greater","less","SERPINA1-E366K, BBS7-D412G, 
\
RYR2-G1885E, CYP2C9-R144C if being prescribed Warfarin, and C3-R102G","dunno","greater","","","liver","","","","","eye","6","5","1","6","7","7","3","the color coding and the expanded info with the blocks","I have a medical background, but if I didn't, I might not have understood it as well.  Maybe for most people, it would help if less medical terminology was used, more layman's terms used when possible.","877"
"507","treemap2_2a78","treemap","0","21","less","greater","greater","unsure","equal","less","","parkinsons","","","diabetes","","","","6","3","3","7","3","6","4","it was hard to follow the report and I work in the medial field","on the elements like page the pop up all poppped up together they were hard to read","949"
"508","treemap2_05e3","treemap","3","3","greater","greater","equal","The ones of high clinical importance and the ones that are well-established and likely pathogenic.","less","greater","","","","","","emphysema","","","5","2","2","6","6","6","3","","Make it simpler to figure out what everything means in layman's terms.","653"
"509","treemap2_00df08","treemap","3","3","greater","greater","less","Pathogenic ","less","equal","alzheimers","","","","","emphysema","","","6","3","3","7","6","7","6","The pop up definition of the Treemap's genome","After the medical terminology you can break it down in simpler terms for people with no medical skills can understand cause I was lost ","1846"
"510","treemap2_acfc","treemap","3","3","greater","greater","less","Those of high clinical importance that are well-established or likely pathogenic.","less","greater","","","liver","","","emphysema","","eye","2","1","3","7","5","7","5","The color coding was helpful, but the report was not easy to understand at all.  While I don't have a medical or science background, I do have a graduate degree; if you're designing this for public consumption, you need to get rid of the textbook language and make it much easier to understand by using language typically used by the general public.","Use bullet points with one new concept or medical term per bullet point.
\

\
When I click on the rectangles, nothing came up.  I had to hover the mouse over the rectangle and the supplemental information didn't always pop up.
\

\
When the supplemental info box pops up, have the webpage shift, so that the entire box appears on the screen.  When I hovered over a box, the supplemental box was below the fold so I didn't see it until I accidentally scrolled down.
\

\
Instead of a code on the box name, u","1739"
"511","treemap2_af12","treemap","3","3","greater","greater","less","the ones that are high clinical importance","equal","equal","","","","","","emphysema","","","6","5","1","5","7","7","6","The colors helped and the categories of importance.  Also the info provided when moving the mouse over squares.","Instead of doing clinical importance, maybe just do colors by importance of factors or possible areas of concern to watch.","558"
"512","treemap2_29dc","treemap","3","3","greater","less","less","serpina1-e288v, cyp2c9-r144c, &amp; serpina1-e366k","less","greater","","","","","","","","eye","7","7","1","1","7","7","6","Color coding and a clear legend were very helpful. The written description were also very clear and useful.","There was a lot of information contained in a small space - I don't think it could really be any easier...","769"
"513","treemap2_7713","treemap","3","3","greater","greater","less","High clinical importance","equal","equal","","","","","diabetes","","","eye","4","1","1","7","4","7","2","The glossary term","You could explain what the shortcut letters represents to in fullform","394"
"514","treemap2_3808","treemap","3","3","greater","greater","greater","SERPINA1-E366K. BBS7-D412G, and RYR2-G1885E	","dunno","dunno","","","liver","","","","","","3","3","4","7","4","7","3","The color codings were the easiest to understand.","Make hovering for more information more efficent.","780"
"515","treemap2_1826","treemap","3","3","greater","greater","less","SERPINA1-E366K, BBS7-D412G, RYR2-G1885E","equal","greater","","","liver","","diabetes","emphysema","","eye","6","5","1","5","6","7","4","The color coding and the descriptions were most helpful","Another heading in the description, either right before or right after the Summary, that lists the most likely diseases or problems that the variant could produce would be very helpful.","890"
