"1","4681","bar","100","100","less","less","greater","likely to get sick. ","equal","equal","alzheimers","","","","diabetes","emphysema","","","1","1","3","7","4","5","1","That you could hoover over and get an explaination.","It was too confusing. ","379"
"3","2ba648","bar","3","3","greater","greater","greater","SERPINA1-E366K
\
BBS7-D412G
\
RYR2-G1885E","less","greater","","","","","","emphysema","","","6","4","1","3","6","7","3","The way each axis of the graph is laid out makes it easy to find the important data first, then look into the more curious but less seriously anomalies.","I had a very hard time moving from bar to bar to display different data, it would be nice if I could just click on things and then the data would appear under the graph, for example.","492"
"4","34f8","bubble","3","3","greater","equal","less","uncertain pathogenic variants","equal","equal","","","","colon","","","","","5","3","3","7","7","7","4","","","493"
"5","56d4","bar","3","3","greater","greater","less","serpina 1","less","greater","","","","","diabetes","emphysema","tuberculosis","","7","6","1","6","7","7","5","the color coding and the info when you hover","nothing i can think of. This is so cool, i i could afford it i would get one done!","664"
"6","576fbb","treemap","3","3","greater","greater","less","variants with high clinical importance","less","greater","alzheimers","","","","diabetes","emphysema","tuberculosis","eye","5","5","2","6","6","6","5","The color coding","I think a list of potential problems outside of the boxes would be helpful.","678"
"7","e6f1cb","table","3","2","greater","greater","dunno","BBS7-D412G
\
RYR2-G1885E
\
SERPINA1-E366K","dunno","less","","","liver","","","emphysema","","eye","5","3","2","6","4","6","5","The summary","Not really sure. Maybe include a short paragraph summary at the bottom with a glossary of definitions of words","737"
"8","581397","bar","3","3","less","greater","equal","uncertain pathogenic","greater","equal","alzheimers","","liver","colon","","","tuberculosis","","5","4","5","6","4","7","5","variants were easy to understand","by making it a bit easier to readers so that they could understand it.","668"
"9","b2c611","bar","3","3","greater","greater","less","The ones which are well established pathogenic.","less","greater","","","","","","emphysema","","","6","6","2","6","6","7","7","The colors of the bars and the information for each variant.","Nothing much, save for what looks like foreign language symbols at the bottom of the graph, if those are even significant.","747"
"10","a359","table","3","2","greater","greater","less","those with high clinical importance","less","greater","","","liver","","","emphysema","tuberculosis","","6","6","2","6","4","6","4","clinical importance, potential effect, status and summary","column that says something should be discussed with a doctor?","583"
"11","ebfcc5","bar","3","3","greater","greater","dunno","the moderate and high clinical importance genes that are high pathogenic or high protective","dunno","dunno","","","liver","","","","","","2","2","1","6","4","6","4","I like the bars and the ordering of the bars by importance","I was a little confused on protective and pathogen and which is more important or which has more cause and effect.  It was really confusing.  Also, a list of each in summary below the chart would be nice because hovering over each takes too long.","669"
